"","affy_hg_u133_plus_2","external_gene_name"
"11487","212881_at","PIAS4"
"11488","213303_x_at","ZBTB7A"
"11489","213299_at","ZBTB7A"
"11490","213490_s_at","MAP2K2"
"11491","211597_s_at","HOPX"
"11492","212782_x_at","POLR2J4"
"11493","212707_s_at","RASA4CP"
"11494","212706_at","RASA4CP"
"11495","212920_at","REST"
"11496","211503_s_at","RAB14"
"11497","211764_s_at","UBE2D1"
"11498","212241_at","GCOM1"
"11499","212243_at","GCOM1"
"11500","213429_at","BICC1"
"11501","209567_at","RRS1"
"11502","209567_at","AC009879.2"
"11503","210601_at","CDH6"
"11504","210602_s_at","CDH6"
"11505","212954_at","DYRK4"
"11506","209866_s_at","ADGRL3"
"11507","209867_s_at","ADGRL3"
"11508","213906_at","MYBL1"
"11509","209493_at","PDZD2"
"11510","212576_at","MGRN1"
"11511","212916_at","PHF8"
"11512","209442_x_at","ANK3"
"11513","212243_at","POLR2M"
"11514","212241_at","POLR2M"
"11515","212244_at","POLR2M"
"11516","213286_at","ZFR"
"11517","211120_x_at","ESR2"
"11518","211118_x_at","ESR2"
"11519","211117_x_at","ESR2"
"11520","211119_at","ESR2"
"11521","210780_at","ESR2"
"11522","212857_x_at","SUB1"
"11523","211167_s_at","GCK"
"11524","213079_at","TSR2"
"11525","213627_at","MAGED2"
"11526","210559_s_at","CDK1"
"11527","213641_at","ZNF500"
"11528","213639_s_at","ZNF500"
"11529","213376_at","ZBTB1"
"11530","210882_s_at","TRO"
"11531","211700_s_at","TRO"
"11532","211701_s_at","TRO"
"11533","213276_at","CAMK2B"
"11534","211483_x_at","CAMK2B"
"11535","209956_s_at","CAMK2B"
"11536","210404_x_at","CAMK2B"
"11537","211538_s_at","HSPA2"
"11538","212651_at","RHOBTB1"
"11539","212823_s_at","PLEKHG3"
"11540","212821_at","PLEKHG3"
"11541","212614_at","ARID5B"
"11542","209424_s_at","AMACR"
"11543","209426_s_at","AMACR"
"11544","209425_at","AMACR"
"11545","213313_at","RABGAP1"
"11546","212502_at","ADO"
"11547","212500_at","ADO"
"11548","209424_s_at","C1QTNF3-AMACR"
"11549","209426_s_at","C1QTNF3-AMACR"
"11550","209425_at","C1QTNF3-AMACR"
"11551","210712_at","LDHAL6B"
"11552","211522_s_at","GNRHR"
"11553","211523_at","GNRHR"
"11554","211241_at","ANXA2P3"
"11555","212241_at","GCOM2"
"11556","210734_x_at","MAX"
"11557","211560_s_at","ALAS2"
"11558","211219_s_at","LHX2"
"11559","212391_x_at","RPS3AP6"
"11560","213191_at","TICAM1"
"11561","210427_x_at","ANXA2"
"11562","213503_x_at","ANXA2"
"11563","210169_at","SEC14L5"
"11564","210333_at","NR5A1"
"11565","211402_x_at","NR6A1"
"11566","210392_x_at","NR6A1"
"11567","210391_at","NR6A1"
"11568","211682_x_at","UGT2B11"
"11569","211682_x_at","UGT2B28"
"11570","212496_s_at","KDM4B"
"11571","212492_s_at","KDM4B"
"11572","212495_at","KDM4B"
"11573","211682_x_at","UGT2B25P"
"11574","211682_x_at","UGT2B24P"
"11575","213326_at","VAMP1"
"11576","213075_at","OLFML2A"
"11577","212344_at","SULF1"
"11578","212354_at","SULF1"
"11579","212353_at","SULF1"
"11580","210823_s_at","PTPRS"
"11581","211704_s_at","SPIN2B"
"11582","211704_s_at","SPIN2A"
"11583","212957_s_at","LINC01278"
"11584","210216_x_at","RAD1"
"11585","211936_at","HSPA5"
"11586","212804_s_at","GAPVD1"
"11587","212802_s_at","GAPVD1"
"11588","210588_x_at","HNRNPH3"
"11589","210110_x_at","HNRNPH3"
"11590","212581_x_at","GAPDH"
"11591","213453_x_at","GAPDH"
"11592","213647_at","DNA2"
"11593","212867_at","NCOA2"
"11594","210476_s_at","PRLR"
"11595","211917_s_at","PRLR"
"11596","209721_s_at","IFFO1"
"11597","209625_at","PIGH"
"11598","211765_x_at","PPIA"
"11599","212661_x_at","PPIA"
"11600","211978_x_at","PPIA"
"11601","211378_x_at","PPIA"
"11602","212592_at","JCHAIN"
"11603","209486_at","UTP3"
"11604","210251_s_at","RUFY3"
"11605","213430_at","RUFY3"
"11606","213437_at","RUFY3"
"11607","213939_s_at","RUFY3"
"11608","209452_s_at","VTI1B"
"11609","212205_at","H2AZ2"
"11610","212206_s_at","H2AZ2"
"11611","213762_x_at","RBMXP5"
"11612","213073_at","ZFYVE26"
"11613","210552_s_at","RALGPS1"
"11614","209460_at","ABAT"
"11615","209459_s_at","ABAT"
"11616","213001_at","ANGPTL2"
"11617","213004_at","ANGPTL2"
"11618","210479_s_at","RORA"
"11619","210426_x_at","RORA"
"11620","210255_at","RAD51B"
"11621","210739_x_at","SLC4A4"
"11622","211494_s_at","SLC4A4"
"11623","210738_s_at","SLC4A4"
"11624","211110_s_at","AR"
"11625","213630_at","NACAD"
"11626","210567_s_at","SKP2"
"11627","211042_x_at","SKP2"
"11628","211965_at","ZFP36L1"
"11629","211962_s_at","ZFP36L1"
"11630","213277_at","ZFP36L1"
"11631","209928_s_at","MSC"
"11632","211160_x_at","ACTN1"
"11633","212343_at","YIPF6"
"11634","212340_at","YIPF6"
"11635","212342_at","YIPF6"
"11636","212341_at","YIPF6"
"11637","210466_s_at","SERBP1P1"
"11638","212453_at","KIFBP"
"11639","211128_at","EDA"
"11640","211131_s_at","EDA"
"11641","211130_x_at","EDA"
"11642","211127_x_at","EDA"
"11643","211129_x_at","EDA"
"11644","213245_at","ADCY1"
"11645","212042_x_at","RPL7"
"11646","210683_at","NRTN"
"11647","210399_x_at","FUT6"
"11648","211885_x_at","FUT6"
"11649","211465_x_at","FUT6"
"11650","211882_x_at","FUT6"
"11651","210398_x_at","FUT6"
"11652","212894_at","SUPV3L1"
"11653","211225_at","FUT5"
"11654","211225_at","AC024592.3"
"11655","212143_s_at","IGFBP3"
"11656","210095_s_at","IGFBP3"
"11657","212211_at","ANKRD17"
"11658","210120_s_at","RANBP3"
"11659","212729_at","DLG3"
"11660","212728_at","DLG3"
"11661","212727_at","DLG3"
"11662","212469_at","NIPBL"
"11663","212483_at","NIPBL"
"11664","213918_s_at","NIPBL"
"11665","212701_at","TLN2"
"11666","212703_at","TLN2"
"11667","210986_s_at","TPM1"
"11668","210987_x_at","TPM1"
"11669","211298_s_at","ALB"
"11670","211809_x_at","COL13A1"
"11671","211343_s_at","COL13A1"
"11672","212266_s_at","SRSF5"
"11673","210077_s_at","SRSF5"
"11674","211342_x_at","MED12"
"11675","211884_s_at","CIITA"
"11676","210925_at","CIITA"
"11677","211506_s_at","CXCL8"
"11678","212303_x_at","KHSRP"
"11679","212786_at","CLEC16A"
"11680","210735_s_at","CA12"
"11681","210470_x_at","NONO"
"11682","210104_at","MED6"
"11683","209774_x_at","CXCL2"
"11684","210001_s_at","SOCS1"
"11685","209999_x_at","SOCS1"
"11686","210122_at","PRM2"
"11687","213174_at","TTC9"
"11688","213172_at","TTC9"
"11689","213927_at","MAP3K9"
"11690","210296_s_at","PEX2"
"11691","213173_at","PCNX1"
"11692","213159_at","PCNX1"
"11693","212749_s_at","RCHY1"
"11694","212743_at","RCHY1"
"11695","212664_at","TUBB4A"
"11696","213476_x_at","TUBB4A"
"11697","212018_s_at","RSL1D1"
"11698","213750_at","RSL1D1"
"11699","212019_at","RSL1D1"
"11700","212384_at","DDX39B"
"11701","211795_s_at","FYB1"
"11702","211794_at","FYB1"
"11703","213364_s_at","SNX1"
"11704","211448_s_at","RGS6"
"11705","210270_at","RGS6"
"11706","210757_x_at","DAB2"
"11707","212369_at","ZNF384"
"11708","210158_at","ERCC4"
"11709","210790_s_at","SAR1A"
"11710","211581_x_at","LST1"
"11711","211582_x_at","LST1"
"11712","210629_x_at","LST1"
"11713","209799_at","PRKAA1"
"11714","210999_s_at","GRB10"
"11715","212307_s_at","OGT"
"11716","211713_x_at","PCLAF"
"11717","212321_at","SGPL1"
"11718","212322_at","SGPL1"
"11719","213100_at","UNC5B"
"11720","210147_at","ART3"
"11721","212617_at","ZNF609"
"11722","212618_at","ZNF609"
"11723","212620_at","ZNF609"
"11724","213347_x_at","RPS4X"
"11725","210168_at","C6"
"11726","211122_s_at","CXCL11"
"11727","212400_at","FAM102A"
"11728","213050_at","COBL"
"11729","213792_s_at","INSR"
"11730","212531_at","LCN2"
"11731","211358_s_at","CIZ1"
"11732","213977_s_at","CIZ1"
"11733","213976_at","CIZ1"
"11734","213039_at","ARHGEF18"
"11735","212027_at","RBM25"
"11736","212031_at","RBM25"
"11737","212028_at","RBM25"
"11738","212033_at","RBM25"
"11739","212030_at","RBM25"
"11740","209834_at","CHST3"
"11741","211607_x_at","EGFR"
"11742","210984_x_at","EGFR"
"11743","211550_at","EGFR"
"11744","213967_at","RALYL"
"11745","211559_s_at","CCNG2"
"11746","212773_s_at","TOMM20P4"
"11747","213614_x_at","EEF1A1P19"
"11748","210283_x_at","PAIP1"
"11749","213754_s_at","PAIP1"
"11750","210050_at","TPI1"
"11751","213011_s_at","TPI1"
"11752","211325_x_at","RPL13P5"
"11753","210822_at","RPL13P5"
"11754","209669_s_at","SERBP1P5"
"11755","210466_s_at","SERBP1P5"
"11756","211325_x_at","DSTNP2"
"11757","210822_at","DSTNP2"
"11758","212169_at","FKBP9P1"
"11759","210420_at","SLC24A1"
"11760","211842_s_at","SLC24A1"
"11761","210421_s_at","SLC24A1"
"11762","213881_x_at","SUMO2P3"
"11763","213372_at","PAQR3"
"11764","211076_x_at","ATN1"
"11765","210603_at","NAA11"
"11766","209620_s_at","ABCB7"
"11767","213458_at","FAM149B1"
"11768","213463_s_at","FAM149B1"
"11769","213896_x_at","FAM149B1"
"11770","212638_s_at","WWP1"
"11771","212637_s_at","WWP1"
"11772","213092_x_at","DNAJC9"
"11773","213088_s_at","DNAJC9"
"11774","210311_at","FGF5"
"11775","210310_s_at","FGF5"
"11776","213615_at","EMG1"
"11777","209860_s_at","ANXA7"
"11778","213203_at","SNAPC5"
"11779","209817_at","PPP3CB"
"11780","211710_x_at","RPL4"
"11781","211059_s_at","GOLGA2"
"11782","213359_at","HNRNPD"
"11783","211022_s_at","ATRX"
"11784","210481_s_at","CLEC4M"
"11785","212160_at","AC073136.1"
"11786","212454_x_at","HNRNPDL"
"11787","209944_at","AC005520.1"
"11788","209944_at","ZNF410"
"11789","209952_s_at","MAP2K7"
"11790","209951_s_at","MAP2K7"
"11791","209544_at","RIPK2"
"11792","209545_s_at","RIPK2"
"11793","209886_s_at","SMAD6"
"11794","210593_at","ZSWIM8"
"11795","212359_s_at","ZSWIM8"
"11796","210616_s_at","SEC31A"
"11797","210415_s_at","ODF2"
"11798","210188_at","GABPAP"
"11799","212669_at","CAMK2G"
"11800","212757_s_at","CAMK2G"
"11801","210482_x_at","MAP2K5"
"11802","211370_s_at","MAP2K5"
"11803","211668_s_at","PLAU"
"11804","213289_at","APOOL"
"11805","213282_at","APOOL"
"11806","212374_at","FEM1B"
"11807","212373_at","FEM1B"
"11808","212367_at","FEM1B"
"11809","213715_s_at","KANK3"
"11810","210021_s_at","CCNO"
"11811","209789_at","CORO2B"
"11812","212648_at","DHX29"
"11813","213801_x_at","RPSAP15"
"11814","211227_s_at","PCDH11X"
"11815","210292_s_at","PCDH11X"
"11816","212896_at","MTREX"
"11817","210075_at","MARCHF2"
"11818","210946_at","PLPP1"
"11819","213725_x_at","XYLT1"
"11820","212042_x_at","RPL7P47"
"11821","213552_at","GLCE"
"11822","212773_s_at","AC006001.3"
"11823","212773_s_at","AC006001.4"
"11824","213474_at","KCTD7"
"11825","212499_s_at","FCF1"
"11826","213733_at","MYO1F"
"11827","212787_at","YLPM1"
"11828","210808_s_at","NOX1"
"11829","209906_at","C3AR1"
"11830","211935_at","ARL6IP1"
"11831","210057_at","SMG1"
"11832","212196_at","IL6ST"
"11833","212195_at","IL6ST"
"11834","211000_s_at","IL6ST"
"11835","209652_s_at","PGF"
"11836","212599_at","AUTS2"
"11837","212770_at","TLE3"
"11838","212769_at","TLE3"
"11839","213047_x_at","SET"
"11840","210231_x_at","SET"
"11841","213379_at","COQ2"
"11842","210265_x_at","POU5F1P3"
"11843","211662_s_at","VDAC2"
"11844","210820_x_at","COQ7"
"11845","209746_s_at","COQ7"
"11846","209745_at","COQ7"
"11847","212299_at","NEK9"
"11848","213360_s_at","POM121"
"11849","212178_s_at","POM121"
"11850","209847_at","CDH17"
"11851","213842_x_at","NSUN5P2"
"11852","213670_x_at","NSUN5P2"
"11853","213773_x_at","NSUN5P2"
"11854","213460_x_at","NSUN5P2"
"11855","212352_s_at","TMED10"
"11856","213893_x_at","PMS2P7"
"11857","210707_x_at","PMS2P8"
"11858","213893_x_at","PMS2P8"
"11859","210707_x_at","AC211476.5"
"11860","210707_x_at","AC211476.4"
"11861","213893_x_at","AC211476.4"
"11862","209758_s_at","MFAP5"
"11863","213764_s_at","MFAP5"
"11864","213765_at","MFAP5"
"11865","210707_x_at","PMS2P6"
"11866","213893_x_at","PMS2P6"
"11867","210891_s_at","GTF2IP4"
"11868","212606_at","WDFY3"
"11869","212602_at","WDFY3"
"11870","212598_at","WDFY3"
"11871","212178_s_at","POM121B"
"11872","213842_x_at","NSUN5"
"11873","213773_x_at","NSUN5"
"11874","211276_at","TCEAL2"
"11875","210539_at","TTLL5"
"11876","210806_at","TTLL5"
"11877","212691_at","NUP188"
"11878","210837_s_at","PDE4D"
"11879","210836_x_at","PDE4D"
"11880","211840_s_at","PDE4D"
"11881","213336_at","BAZ1B"
"11882","213709_at","ARMCX5-GPRASP2"
"11883","213709_at","BHLHB9"
"11884","209747_at","TGFB3"
"11885","213391_at","DPY19L4"
"11886","212685_s_at","TBL2"
"11887","212679_at","TBL2"
"11888","209522_s_at","CRAT"
"11889","210288_at","KLRG1"
"11890","213569_at","VASH1-AS1"
"11891","213099_at","ANGEL1"
"11892","211611_s_at","AL662884.2"
"11893","211814_s_at","CCNE2"
"11894","213235_at","KNOP1"
"11895","213237_at","KNOP1"
"11896","210198_s_at","PLP1"
"11897","213392_at","IQCK"
"11898","213378_s_at","AC009533.1"
"11899","210206_s_at","AC009533.1"
"11900","213378_s_at","DDX12P"
"11901","209531_at","GSTZ1"
"11902","209826_at","PPT2-EGFL8"
"11903","210367_s_at","PTGES"
"11904","209795_at","CD69"
"11905","209593_s_at","TOR1B"
"11906","212270_x_at","AC064799.1"
"11907","212537_x_at","AC064799.1"
"11908","209732_at","CLEC2B"
"11909","213598_at","KIF2A"
"11910","209440_at","PRPS1"
"11911","212158_at","SDC2"
"11912","212157_at","SDC2"
"11913","212154_at","SDC2"
"11914","213940_s_at","FNBP1"
"11915","212288_at","FNBP1"
"11916","209733_at","MID2"
"11917","211977_at","GPR107"
"11918","211979_at","GPR107"
"11919","212670_at","ELN"
"11920","213122_at","TSPYL5"
"11921","210377_at","ACSM3"
"11922","212248_at","MTDH"
"11923","212250_at","MTDH"
"11924","212251_at","MTDH"
"11925","209446_s_at","PKM"
"11926","213700_s_at","PKM"
"11927","213115_at","ATG4A"
"11928","210802_s_at","DIMT1"
"11929","210801_at","DIMT1"
"11930","213025_at","THUMPD1"
"11931","210004_at","OLR1"
"11932","213365_at","ERI2"
"11933","211473_s_at","COL4A6"
"11934","210945_at","COL4A6"
"11935","212824_at","FUBP3"
"11936","211458_s_at","GABARAPL1"
"11937","209527_at","EXOSC2"
"11938","210606_x_at","KLRD1"
"11939","209953_s_at","CDC37"
"11940","211215_x_at","DIO2"
"11941","210819_x_at","DIO2"
"11942","211447_s_at","PDE4A"
"11943","211901_s_at","PDE4A"
"11944","211591_s_at","PDE4A"
"11945","213449_at","POP1"
"11946","211078_s_at","STK3"
"11947","210055_at","TSHR"
"11948","210690_at","KLRC4"
"11949","213110_s_at","COL4A5"
"11950","211261_at","NUP214"
"11951","213568_at","OSR2"
"11952","213243_at","VPS13B"
"11953","213483_at","PPWD1"
"11954","210240_s_at","CDKN2D"
"11955","209628_at","NXT2"
"11956","209629_s_at","NXT2"
"11957","210994_x_at","TRIM23"
"11958","210995_s_at","TRIM23"
"11959","212745_s_at","BBS4"
"11960","212744_at","BBS4"
"11961","213831_at","HLA-DQA1"
"11962","211810_s_at","GALC"
"11963","212069_s_at","PRRC2B"
"11964","212068_s_at","PRRC2B"
"11965","212999_x_at","HLA-DQB1"
"11966","209480_at","HLA-DQB1"
"11967","211654_x_at","HLA-DQB1"
"11968","211996_s_at","NPIPB4"
"11969","210597_x_at","PRB2"
"11970","211531_x_at","PRB2"
"11971","211375_s_at","ILF3"
"11972","212600_s_at","UQCRC2"
"11973","209763_at","CHRDL1"
"11974","210117_at","SPAG1"
"11975","211937_at","EIF4BP7"
"11976","212731_at","ANKRD46"
"11977","212790_x_at","RPL13AP20"
"11978","210646_x_at","RPL13AP20"
"11979","212444_at","GPRC5A"
"11980","212203_x_at","IFITM3"
"11981","213234_at","FAM234B"
"11982","209873_s_at","PKP3"
"11983","209872_s_at","PKP3"
"11984","209501_at","CDR2"
"11985","211013_x_at","PML"
"11986","210362_x_at","PML"
"11987","211012_s_at","PML"
"11988","211014_s_at","PML"
"11989","211588_s_at","PML"
"11990","213895_at","EMP1"
"11991","213064_at","ZC3H14"
"11992","213063_at","ZC3H14"
"11993","212721_at","SREK1"
"11994","210412_at","GRIN2B"
"11995","210411_s_at","GRIN2B"
"11996","209521_s_at","AMOT"
"11997","211479_s_at","HTR2C"
"11998","210958_s_at","MAST4"
"11999","212512_s_at","CARM1"
"12000","213190_at","COG7"
"12001","213772_s_at","GGA2"
"12002","210658_s_at","GGA2"
"12003","213881_x_at","SUMO2P21"
"12004","211589_at","AC013486.1"
"12005","212240_s_at","PIK3R1"
"12006","212239_at","PIK3R1"
"12007","212249_at","PIK3R1"
"12008","213776_at","ZNNT1"
"12009","211445_x_at","NACA4P"
"12010","212520_s_at","SMARCA4"
"12011","213720_s_at","SMARCA4"
"12012","211685_s_at","NCALD"
"12013","211768_at","LAT2"
"12014","210904_s_at","IL13RA1"
"12015","211612_s_at","IL13RA1"
"12016","209685_s_at","PRKCB"
"12017","212783_at","RBBP6"
"12018","212781_at","RBBP6"
"12019","211517_s_at","IL5RA"
"12020","210744_s_at","IL5RA"
"12021","211516_at","IL5RA"
"12022","210525_x_at","EFCAB11"
"12023","213666_at","SEPTIN6"
"12024","212414_s_at","SEPTIN6"
"12025","212415_at","SEPTIN6"
"12026","212413_at","SEPTIN6"
"12027","213477_x_at","EEF1A1P5"
"12028","213583_x_at","EEF1A1P5"
"12029","213614_x_at","EEF1A1P5"
"12030","211031_s_at","CLIP2"
"12031","209565_at","RNF113A"
"12032","209563_x_at","CALM1"
"12033","211984_at","CALM1"
"12034","213688_at","CALM1"
"12035","211985_s_at","CALM1"
"12036","212461_at","AZIN1"
"12037","210892_s_at","GTF2I"
"12038","210891_s_at","GTF2I"
"12039","210257_x_at","CUL4B"
"12040","213747_at","MAILR"
"12041","213828_x_at","H3P47"
"12042","211940_x_at","H3P47"
"12043","212994_at","THOC2"
"12044","211323_s_at","ITPR1"
"12045","212042_x_at","RPL7P6"
"12046","213185_at","KATNIP"
"12047","211826_s_at","AFF1"
"12048","211982_x_at","XPO6"
"12049","210234_at","GRM4"
"12050","211249_at","GPR68"
"12051","212699_at","SCAMP5"
"12052","210707_x_at","PMS2P5"
"12053","210949_s_at","EIF3CL"
"12054","210859_x_at","AC138894.1"
"12055","210457_x_at","HMGA1"
"12056","210859_x_at","CLN3"
"12057","209925_at","OCLNP1"
"12058","210063_at","SARDH"
"12059","211322_s_at","SARDH"
"12060","210862_s_at","SARDH"
"12061","210891_s_at","GTF2IP1"
"12062","211973_at","NUDT3"
"12063","212605_s_at","NUDT3"
"12064","211976_at","NUDT3"
"12065","212608_s_at","NUDT3"
"12066","210366_at","SLCO1B1"
"12067","211973_at","RPS10-NUDT3"
"12068","212605_s_at","RPS10-NUDT3"
"12069","211542_x_at","RPS10-NUDT3"
"12070","212608_s_at","RPS10-NUDT3"
"12071","213893_x_at","PMS2P10"
"12072","211480_s_at","SLCO1A2"
"12073","211481_at","SLCO1A2"
"12074","213893_x_at","AC211486.3"
"12075","213893_x_at","PMS2P2"
"12076","211542_x_at","RPS10"
"12077","209624_s_at","MCCC2"
"12078","209623_at","MCCC2"
"12079","210116_at","SH2D1A"
"12080","211211_x_at","SH2D1A"
"12081","211210_x_at","SH2D1A"
"12082","211209_x_at","SH2D1A"
"12083","209875_s_at","SPP1"
"12084","213842_x_at","NSUN5P1"
"12085","213670_x_at","NSUN5P1"
"12086","213773_x_at","NSUN5P1"
"12087","213460_x_at","NSUN5P1"
"12088","213360_s_at","POM121C"
"12089","212178_s_at","POM121C"
"12090","212705_x_at","PNPLA2"
"12091","213878_at","PYROXD1"
"12092","209778_at","TRIP11"
"12093","210760_x_at","TRIP11"
"12094","213441_x_at","SPDEF"
"12095","210568_s_at","RECQL"
"12096","212917_x_at","RECQL"
"12097","212918_at","RECQL"
"12098","210707_x_at","PMS2P3"
"12099","212233_at","MAP1B"
"12100","213788_s_at","BRD3OS"
"12101","212547_at","BRD3"
"12102","209735_at","ABCG2"
"12103","212747_at","ANKS1A"
"12104","212145_at","MRPS27"
"12105","213564_x_at","LDHB"
"12106","212488_at","COL5A1"
"12107","212489_at","COL5A1"
"12108","211730_s_at","POLR2L"
"12109","209963_s_at","EPOR"
"12110","209962_at","EPOR"
"12111","210073_at","ST8SIA1"
"12112","210924_at","OLFM1"
"12113","213131_at","OLFM1"
"12114","212012_at","PXDN"
"12115","212013_at","PXDN"
"12116","212943_at","C2CD5"
"12117","212635_at","TNPO1"
"12118","211546_x_at","SNCA"
"12119","211438_at","TRHR"
"12120","213972_at","FOXD1-AS1"
"12121","211939_x_at","BTF3"
"12122","213333_at","MDH2"
"12123","210636_at","PPARD"
"12124","209454_s_at","TEAD3"
"12125","210910_s_at","ZP3"
"12126","211855_s_at","SLC25A14"
"12127","210016_at","MYT1L"
"12128","212412_at","PDLIM5"
"12129","211681_s_at","PDLIM5"
"12130","213684_s_at","PDLIM5"
"12131","211680_at","PDLIM5"
"12132","213432_at","MUC5B"
"12133","213916_at","ZNF20"
"12134","213916_at","ZNF625-ZNF20"
"12135","210707_x_at","DTX2P1-UPK3BP1-PMS2P11"
"12136","213893_x_at","DTX2P1-UPK3BP1-PMS2P11"
"12137","210707_x_at","PMS2P11"
"12138","210707_x_at","PMS2P9"
"12139","209741_x_at","SCAPER"
"12140","213142_x_at","GSAP"
"12141","209794_at","SRGAP3"
"12142","213954_at","FAM169A"
"12143","210523_at","BMPR1B"
"12144","210449_x_at","MAPK14"
"12145","211087_x_at","MAPK14"
"12146","211561_x_at","MAPK14"
"12147","212710_at","CAMSAP1"
"12148","212712_at","CAMSAP1"
"12149","212711_at","CAMSAP1"
"12150","211178_s_at","PSTPIP1"
"12151","212993_at","NACC2"
"12152","211558_s_at","AC010422.8"
"12153","211558_s_at","DHPS"
"12154","209444_at","RAP1GDS1"
"12155","210059_s_at","MAPK13"
"12156","210058_at","MAPK13"
"12157","209780_at","PHTF2"
"12158","211050_x_at","AL627309.5"
"12159","211050_x_at","AL732372.2"
"12160","210585_s_at","TNPO2"
"12161","209890_at","TSPAN5"
"12162","212088_at","PMPCA"
"12163","211050_x_at","AL669831.1"
"12164","212796_s_at","TBC1D2B"
"12165","212673_at","METAP1"
"12166","211360_s_at","ITPR2"
"12167","209737_at","MAGI2"
"12168","213659_at","ZNF75D"
"12169","210678_s_at","AGPAT2"
"12170","209613_s_at","ADH1B"
"12171","209612_s_at","ADH1B"
"12172","209614_at","ADH1B"
"12173","213941_x_at","RPS7"
"12174","210839_s_at","ENPP2"
"12175","210505_at","ADH7"
"12176","211385_x_at","AC020765.6"
"12177","212572_at","STK38L"
"12178","212565_at","STK38L"
"12179","211385_x_at","SULT1A2"
"12180","209607_x_at","SULT1A1"
"12181","210949_s_at","EIF3C"
"12182","209831_x_at","DNASE2"
"12183","210504_at","KLF1"
"12184","209523_at","TAF2"
"12185","212865_s_at","COL14A1"
"12186","210298_x_at","FHL1"
"12187","210299_s_at","FHL1"
"12188","209576_at","GNAI1"
"12189","210324_at","C8G"
"12190","212953_x_at","CALR"
"12191","211221_at","TADA3"
"12192","213911_s_at","H2AZ1"
"12193","212380_at","CMTR1"
"12194","212952_at","AC092069.1"
"12195","212889_x_at","RAD23A"
"12196","212187_x_at","PTGDS"
"12197","211748_x_at","PTGDS"
"12198","211672_s_at","ARPC4"
"12199","212187_x_at","AL807752.7"
"12200","211748_x_at","AL807752.7"
"12201","212891_s_at","GADD45GIP1"
"12202","212772_s_at","ABCA2"
"12203","210100_s_at","ABCA2"
"12204","209807_s_at","NFIX"
"12205","211672_s_at","ARPC4-TTLL3"
"12206","210129_s_at","ARPC4-TTLL3"
"12207","213797_at","RSAD2"
"12208","209555_s_at","CD36"
"12209","211587_x_at","CHRNA3"
"12210","211772_x_at","CHRNA3"
"12211","210221_at","CHRNA3"
"12212","210129_s_at","TTLL3"
"12213","210506_at","FUT7"
"12214","210506_at","AL807752.6"
"12215","210044_s_at","LYL1"
"12216","210463_x_at","TRMT1"
"12217","210881_s_at","AC132217.2"
"12218","210881_s_at","IGF2"
"12219","213506_at","F2RL1"
"12220","213931_at","ID2"
"12221","210355_at","PTHLH"
"12222","211756_at","PTHLH"
"12223","210881_s_at","INS-IGF2"
"12224","211232_x_at","GLP1R"
"12225","212283_at","AGRN"
"12226","212285_s_at","AGRN"
"12227","210881_s_at","MIR483"
"12228","212625_at","STX10"
"12229","209539_at","ARHGEF6"
"12230","210781_x_at","GRIN1"
"12231","211125_x_at","GRIN1"
"12232","210782_x_at","GRIN1"
"12233","212163_at","KIDINS220"
"12234","212162_at","KIDINS220"
"12235","213762_x_at","RBMX"
"12236","213228_at","AC022414.1"
"12237","213228_at","PDE8B"
"12238","212793_at","DAAM2"
"12239","213288_at","MBOAT2"
"12240","210770_s_at","CACNA1A"
"12241","209961_s_at","HGF"
"12242","209960_at","HGF"
"12243","210998_s_at","HGF"
"12244","210997_at","HGF"
"12245","210755_at","HGF"
"12246","211673_s_at","MOCS1"
"12247","213181_s_at","MOCS1"
"12248","213322_at","OARD1"
"12249","212809_at","NFATC2IP"
"12250","212808_at","NFATC2IP"
"12251","210378_s_at","SSNA1"
"12252","210550_s_at","RASGRF1"
"12253","210650_s_at","PCLO"
"12254","213558_at","PCLO"
"12255","211931_s_at","HNRNPA3P3"
"12256","213726_x_at","TUBB4B"
"12257","212042_x_at","RPL7P23"
"12258","209510_at","RNF139"
"12259","209881_s_at","AC109460.3"
"12260","211005_at","AC109460.3"
"12261","209881_s_at","LAT"
"12262","211005_at","LAT"
"12263","210242_x_at","ST20"
"12264","213378_s_at","DDX11"
"12265","210206_s_at","DDX11"
"12266","212425_at","SCAMP1"
"12267","212417_at","SCAMP1"
"12268","212416_at","SCAMP1"
"12269","213532_at","ADAM17"
"12270","212658_at","LHFPL2"
"12271","211996_s_at","NPIPB11"
"12272","210396_s_at","AC133555.6"
"12273","209836_x_at","BOLA2"
"12274","210396_s_at","BOLA2"
"12275","209836_x_at","BOLA2-SMG1P6"
"12276","210396_s_at","BOLA2-SMG1P6"
"12277","212426_s_at","YWHAQ"
"12278","213699_s_at","YWHAQ"
"12279","210359_at","MTSS1"
"12280","210360_s_at","MTSS1"
"12281","209607_x_at","SLX1B-SULT1A4"
"12282","210580_x_at","SLX1B-SULT1A4"
"12283","209607_x_at","SULT1A4"
"12284","210580_x_at","SULT1A4"
"12285","213793_s_at","HOMER1"
"12286","211996_s_at","NPIPB12"
"12287","212872_s_at","MED20"
"12288","210957_s_at","AFF2"
"12289","212221_x_at","IDS"
"12290","212223_at","IDS"
"12291","211782_at","IDS"
"12292","210666_at","IDS"
"12293","212942_s_at","CEMIP"
"12294","211942_x_at","AC024940.2"
"12295","209773_s_at","RRM2"
