"","affy_mouse430a_2","mgi_symbol"
"67498","","Gm43790"
"67499","","Gm43343"
"67500","","Gm43794"
"67501","1426719_at","Apbb2"
"67502","1426720_at","Apbb2"
"67503","1452342_at","Apbb2"
"67504","","Apbb2"
"67505","1427980_at","Cmip"
"67506","","Cmip"
"67507","1453015_at","Cmip"
"67508","","Gm37446"
"67509","","Gm29994"
"67510","","Tbp"
"67511","1426469_a_at","Tbp"
"67512","1426470_at","Tbp"
"67513","1450316_at","Pcdhb13"
"67514","1435250_at","Ints8"
"67515","","Ints8"
"67516","1423628_s_at","Gm38182"
"67517","","Olfr1115"
"67518","","Gm6200"
"67519","","Gm47510"
"67520","","Gm47509"
"67521","","Gm46392"
"67522","","Gm15555"
"67523","","Gm13732"
"67524","","Gm29192"
"67525","","Gm37970"
"67526","","Gm47511"
"67527","","Gm21392"
"67528","","4930527E20Rik"
"67529","1425230_at","Nags"
"67530","","1700081N11Rik"
"67531","1449599_at","Gm6072"
"67532","1418066_at","Cfl2"
"67533","1418067_at","Cfl2"
"67534","","Gm29005"
"67535","1442378_x_at","Gm20362"
"67536","1457841_at","Gm20362"
"67537","1417660_s_at","Vps29"
"67538","1435565_at","Vps29"
"67539","1417659_at","Vps29"
"67540","1455302_at","Vps29"
"67541","","Gm5311"
"67542","","Opalin"
"67543","1418986_a_at","Gm8242"
"67544","","Gm20162"
"67545","1424341_s_at","Pcdha6"
"67546","1420798_s_at","Pcdha6"
"67547","1451769_s_at","Pcdha6"
"67548","","Gm47157"
"67549","","Gm49974"
"67550","1422836_at","Mbnl3"
"67551","","Mbnl3"
"67552","","Gm6261"
"67553","1421945_a_at","Rpf2"
"67554","1450423_s_at","Rpf2"
"67555","","Gm44271"
"67556","1423628_s_at","Pcdhga10"
"67557","","Gm47530"
"67558","","Gm20594"
"67559","1427687_at","Pcdha11"
"67560","","Stkld1"
"67561","","Gm44240"
"67562","","Gm7657"
"67563","","Gm11586"
"67564","","Lrrtm4"
"67565","","Gm13096"
"67566","","Banf2"
"67567","","Gm8403"
"67568","","Gm37213"
"67569","","Gm28911"
"67570","","Gm8599"
"67571","","Gm20058"
"67572","","Gm28912"
"67573","","Gm38305"
"67574","1422741_a_at","Bbx"
"67575","1430820_a_at","Bbx"
"67576","1425835_a_at","Bbx"
"67577","","Bbx"
"67578","1426393_a_at","Sdf4"
"67579","1420351_at","Sdf4"
"67580","1448367_at","Sdf4"
"67581","","Sdf4"
"67582","","Gm13664"
"67583","","Rncr4"
"67584","","Gm13666"
"67585","","4933430H16Rik"
"67586","","4930528J11Rik"
"67587","","Banf2os"
"67588","","Majin"
"67589","1426896_at","Zfp24"
"67590","1450762_s_at","Zfp24"
"67591","1426895_at","Zfp24"
"67592","1422810_at","Zfp24"
"67593","","Zfp24"
"67594","","Gm6112"
"67595","1423628_s_at","Pcdhgb1"
"67596","","Pcdhgb1"
"67597","1428088_at","Tepsin"
"67598","","Tepsin"
"67599","1448854_s_at","Mug1"
"67600","1417835_at","Mug1"
"67601","","Mug1"
"67602","1423628_s_at","Pcdhga2"
"67603","1417571_at","Mpg"
"67604","1417572_at","Mpg"
"67605","","Mpg"
"67606","","Gm5949"
"67607","","Gm44228"
"67608","","Gm44231"
"67609","","Speer5-ps1"
"67610","1424341_s_at","Pcdhac1"
"67611","1425017_at","Pcdhac1"
"67612","1420798_s_at","Pcdhac1"
"67613","1451769_s_at","Pcdhac1"
"67614","","Gm43000"
"67615","","Gm44230"
"67616","","Gm43491"
"67617","","Gm44229"
"67618","","Gm28276"
"67619","","Gm20371"
"67620","","Gm44241"
"67621","","Gm28274"
"67622","","Gm4409"
"67623","","Gm18669"
"67624","","Gm18085"
"67625","","Gm44242"
"67626","1422484_at","Cycs"
"67627","1456071_a_at","Cycs"
"67628","1422483_a_at","Cycs"
"67629","","Slc22a20"
"67630","","Gm28275"
"67631","","Gm21302"
"67632","1418265_s_at","Irf2"
"67633","","Irf2"
"67634","","1110051M20Rik"
"67635","1428501_at","1110051M20Rik"
"67636","1422806_x_at","Ing3"
"67637","1422805_a_at","Ing3"
"67638","1450760_a_at","Ing3"
"67639","","Ing3"
"67640","","Gm42812"
"67641","","5430402O13Rik"
"67642","","Gm4012"
"67643","","Arfip1"
"67644","","Gm12402"
"67645","","Gm48688"
"67646","","9330199G10Rik"
"67647","","Gm16132"
"67648","","Gm43413"
"67649","1424682_at","Gpn3"
"67650","","Gpn3"
"67651","","Gm14151"
"67652","","Gm16134"
"67653","","Rhof"
"67654","","Gm47587"
"67655","","4921507P07Rik"
"67656","","Gm13071"
"67657","","Gm47585"
"67658","1425964_x_at","Hspb1"
"67659","1422943_a_at","Hspb1"
"67660","","Gm30409"
"67661","","Nprl3"
"67662","1433548_at","Nprl3"
"67663","","Gm49699"
"67664","","Gm49700"
"67665","","Gm16476"
"67666","","Gm48693"
"67667","1421160_a_at","Rfng"
"67668","1460704_at","Rfng"
"67669","","Gm18363"
"67670","1426364_at","Mrrf"
"67671","","Mrrf"
"67672","1415768_a_at","Ube2r2"
"67673","","Rpl32l"
"67674","","Gm42533"
"67675","1421836_at","Map7"
"67676","1421835_at","Map7"
"67677","1429894_a_at","Map7"
"67678","","Map7"
"67679","1423628_s_at","Pcdhgb5"
"67680","","Pcdhgb5"
"67681","1449527_at","Pcdhb7"
"67682","","Gm13066"
"67683","1431694_a_at","Ctnnbip1"
"67684","1417567_at","Ctnnbip1"
"67685","1421437_x_at","Pcdhb14"
"67686","1421438_at","Pcdhb14"
"67687","","Gm37751"
"67688","","Gm38225"
"67689","1448933_at","Pcdhb17"
"67690","","Gm12403"
"67691","","Sspnos"
"67692","1449182_at","Retn"
"67693","1423628_s_at","Pcdhgb2"
"67694","","Pcdhgb2"
"67695","","Gm38313"
"67696","","Gm45570"
"67697","","Glt28d2"
"67698","","D830025C05Rik"
"67699","1420607_at","Rbm18"
"67700","1420608_at","Rbm18"
"67701","","Rbm18"
"67702","1417644_at","Sspn"
"67703","1417645_at","Sspn"
"67704","1450270_at","Pcdhb11"
"67705","","Letm2"
"67706","","Gm43582"
"67707","","Gm8813"
"67708","","Gm14147"
"67709","","Tmem154"
"67710","","Gm37485"
"67711","1423628_s_at","Pcdhgc4"
"67712","","Pcdhgc4"
"67713","","Gm37541"
"67714","","Gm37447"
"67715","","Gm29055"
"67716","1427516_a_at","Boc"
"67717","1426869_at","Boc"
"67718","1426811_at","Ppp2r5b"
"67719","","Ppp2r5b"
"67720","1415802_at","Slc16a1"
"67721","","Gm28375"
"67722","","Gm37967"
"67723","","Gm38021"
"67724","","Gm37017"
"67725","","Gm38010"
"67726","","Dis3l2"
"67727","","Gm37786"
"67728","","Gm15535"
"67729","","Gm29763"
"67730","","Olfr1555-ps1"
"67731","1417150_at","Slc6a4"
"67732","","Slc6a4"
"67733","","Gm8231"
"67734","","Fam160a1"
"67735","","Gm43931"
"67736","","Gm43581"
"67737","","Gm43585"
"67738","","Gm8667"
"67739","","Trim6"
"67740","1424448_at","Trim6"
"67741","1450243_a_at","Rcan2"
"67742","1421425_a_at","Rcan2"
"67743","","Rcan2"
"67744","","Depdc5"
"67745","","Gm42830"
"67746","1424192_at","Fam216a"
"67747","","Gm19194"
"67748","","Gm9645"
"67749","","Gm17951"
"67750","","Gm49874"
"67751","","Gm13428"
"67752","","Def6"
"67753","","Gm11687"
"67754","1423367_at","Wnt7a"
"67755","","Wnt7a"
"67756","","Gm45309"
"67757","","Gm5535"
"67758","1433488_x_at","Gns"
"67759","1433546_at","Gns"
"67760","","Gns"
"67761","","Gm19177"
"67762","","Gm44279"
"67763","","Gm50453"
"67764","","Gm13026"
"67765","","4930444E06Rik"
"67766","1428102_at","Cpb1"
"67767","","Cpb1"
"67768","","Gm45479"
"67769","1450531_at","H2-Bl"
"67770","","Gm45481"
"67771","","Gm31172"
"67772","","Gm15859"
"67773","","Tigd4"
"67774","1416399_a_at","Hmox2"
"67775","","Gm4756"
"67776","","1700036G14Rik"
"67777","","Hmgcs1"
"67778","1433445_x_at","Hmgcs1"
"67779","1433444_at","Hmgcs1"
"67780","1433443_a_at","Hmgcs1"
"67781","1433446_at","Hmgcs1"
"67782","","Zfp827"
"67783","1415684_at","Atg5"
"67784","1418235_at","Atg5"
"67785","1418236_s_at","Atg5"
"67786","","Atg5"
"67787","","Gm42813"
"67788","1432394_a_at","Aatf"
"67789","","Aatf"
"67790","","Gm37726"
"67791","","Gm37240"
"67792","1421497_at","Gpha2"
"67793","1426991_at","Pcnx4"
"67794","","Gm20757"
"67795","","Gm47124"
"67796","1451302_at","Gm8512"
"67797","","Gm35028"
"67798","","Gm38041"
"67799","1424257_at","Cdk7"
"67800","1451741_a_at","Cdk7"
"67801","","Cdk7"
"67802","","Gm48696"
"67803","","Gm38241"
"67804","","Gm49124"
"67805","","Gm49125"
"67806","","Ly6e-ps1"
"67807","","Sdr16c6"
"67808","","Vinac1"
"67809","","Mgat4b"
"67810","1424720_at","Mgat4b"
"67811","1422302_s_at","Gm15590"
"67812","","Gm18903"
"67813","","Gm48058"
"67814","","Tulp4"
"67815","1434585_at","Tulp4"
"67816","1448548_at","Tulp4"
"67817","","Gm41118"
"67818","1421526_at","Tll2"
"67819","","Tll2"
"67820","","Smurf1"
"67821","1416890_at","Wdr74"
"67822","","Wdr74"
"67823","","Gm44776"
"67824","","1700022A21Rik"
"67825","","Gm28503"
"67826","","1700030C10Rik"
"67827","","Gm12343"
"67828","1422567_at","Fam129a"
"67829","","Fam129a"
"67830","","Zfp520-ps"
"67831","","Gm7926"
"67832","","Platr14"
"67833","","5930435M05Rik"
"67834","1427038_at","Penk"
"67835","","Mcemp1"
"67836","","A530021J07Rik"
"67837","","4930405J17Rik"
"67838","","Gm48249"
"67839","","A830012C17Rik"
"67840","1418501_a_at","Oxr1"
"67841","1418502_a_at","Oxr1"
"67842","","Oxr1"
"67843","","Gm11780"
"67844","","Gm7930"
"67845","","B830017H08Rik"
"67846","","Abcb8"
"67847","1422015_a_at","Abcb8"
"67848","1423713_at","Abcb8"
"67849","","Gm48342"
"67850","1448586_at","Hspa14"
"67851","1417095_a_at","Hspa14"
"67852","","Hspa14"
"67853","","Gm12566"
"67854","1450380_at","Epdr1"
"67855","1421815_at","Epdr1"
"67856","","Epdr1"
"67857","1450012_x_at","Ywhag"
"67858","1420816_at","Ywhag"
"67859","1420817_at","Ywhag"
"67860","","Ywhag"
"67861","1450704_at","Ihh"
"67862","","Ihh"
"67863","","Gm44845"
"67864","","Gm44724"
"67865","","A3galt2"
"67866","","Gm29097"
"67867","","Gm38142"
"67868","1416546_a_at","Gm6136"
"67869","","Gm32914"
"67870","1423864_at","Nrbp1"
"67871","","Nrbp1"
"67872","1432474_a_at","Nrbp1"
"67873","","Aadacl4fm2"
"67874","","Olfr1116"
"67875","","Gm13885"
"67876","","Gm11491"
"67877","","Gm13728"
"67878","","Olfr1117-ps1"
"67879","","Gm13466"
"67880","1437480_at","Ska2"
"67881","1423440_at","Ska2"
"67882","","Gm38575"
"67883","","4930595O18Rik"
"67884","1416535_at","Gm13127"
"67885","1455348_x_at","Rpl29-ps5"
"67886","","Gm30437"
"67887","","Gm13469"
"67888","","4930583K01Rik"
"67889","1415858_at","Eif3c"
"67890","1456083_x_at","Eif3c"
"67891","1415859_at","Eif3c"
"67892","1456374_x_at","Eif3c"
"67893","","Eif3c"
"67894","","Gm43941"
"67895","","Gm44813"
"67896","","4930471M09Rik"
"67897","","Gm13470"
"67898","","Gm13729"
"67899","","Gm44812"
"67900","","Gm44809"
"67901","1424681_a_at","Psma5-ps"
"67902","1434356_a_at","Psma5-ps"
"67903","","Gm44808"
"67904","","Gm4575"
"67905","","Gm44723"
"67906","","Gm37821"
"67907","1457964_at","1810044D09Rik"
"67908","","Olfr1118"
"67909","","Gm7957"
"67910","","Gm45155"
"67911","","Gm49528"
"67912","","Gm44991"
"67913","","Abca13"
"67914","","Gm37091"
"67915","","Gm37547"
"67916","","Gm13250"
"67917","","Gm36968"
"67918","","Aadacl4"
"67919","","Gm44629"
"67920","","Gm34783"
"67921","","Gm38035"
"67922","","Gm42397"
"67923","","Gm13737"
"67924","","Gm13429"
"67925","","Gm20857"
"67926","","Gm13731"
"67927","","Gm18463"
"67928","","Olfr1119-ps1"
"67929","","Gm4548"
"67930","1416086_at","Tpst2"
"67931","","Tpst2"
"67932","","Vmn1r247"
"67933","1451315_at","Tmem101"
"67934","","Tmem101"
"67935","","Gm43953"
"67936","","Gm26911"
"67937","","Vmn1r248"
"67938","","Gm35309"
"67939","","Gm30329"
"67940","","1700011L22Rik"
"67941","","Gm32766"
"67942","","Gm48261"
"67943","","Cdip1"
"67944","1448193_at","Cdip1"
"67945","1460172_at","Cdip1"
"67946","1433507_a_at","Gm10357"
"67947","","Gm19726"
"67948","1449433_at","P2rx5"
"67949","","P2rx5"
"67950","","Aadacl4fm4"
"67951","","Gm48259"
"67952","","Gm43942"
"67953","","Gm48262"
"67954","","Gm43947"
"67955","","Gm48260"
"67956","","Gm43950"
"67957","1421300_at","Adarb2"
"67958","","Adarb2"
"67959","","Gm37744"
"67960","","9530086O07Rik"
"67961","","Gm43948"
"67962","","Gm11520"
"67963","1434113_a_at","Rexo4"
"67964","1434114_at","Rexo4"
"67965","","Rexo4"
"67966","","Gm43946"
"67967","1452676_a_at","Pnpt1"
"67968","","Pnpt1"
"67969","1449405_at","Tns1"
"67970","1419283_s_at","Tns1"
"67971","","Tns1"
"67972","1416846_a_at","Pdzrn3"
"67973","","Pdzrn3"
"67974","","Gm13431"
"67975","","Gm29477"
"67976","","Gm8604"
"67977","","Gm11521"
"67978","","Gm37617"
"67979","1433639_at","Fam117a"
"67980","","Fam117a"
"67981","","Gm3351"
"67982","1417922_at","Kbtbd4"
"67983","","Kbtbd4"
"67984","","Ccdc125"
"67985","","4930578N18Rik"
"67986","1417857_at","Mmaa"
"67987","","Gm26915"
"67988","1417973_at","Itih1"
"67989","","Itih1"
"67990","1417602_at","Per2"
"67991","1417603_at","Per2"
"67992","","Per2"
"67993","","Gm14145"
"67994","","Gm45902"
"67995","","Gm14149"
"67996","","Gm7834"
"67997","","Gm29561"
"67998","","Gm5388"
"67999","","Gm14144"
"68000","1417233_at","Chchd4"
"68001","","Chchd4"
"68002","","Gm29560"
"68003","","Gm14621"
"68004","1426581_at","Ptpmt1"
"68005","1433859_at","Ino80c"
"68006","","Ino80c"
"68007","","Gm44054"
"68008","","Gm30570"
"68009","","Gm10610"
"68010","1437288_at","Impad1"
"68011","1437290_at","Impad1"
"68012","1437289_at","Impad1"
"68013","","Gm30705"
"68014","","Gm27014"
"68015","","Gm20403"
"68016","1420495_a_at","Vps26a"
"68017","","Vps26a"
"68018","","Gm13472"
"68019","","Slc6a16"
"68020","","Gm13481"
"68021","","Baz1a"
"68022","","Gm15835"
"68023","","Gm37451"
"68024","1416684_at","Fbl-ps2"
"68025","1416685_s_at","Fbl-ps2"
"68026","","Gm43525"
"68027","","Gm13471"
"68028","","Gm13482"
"68029","","Gm14022"
"68030","","Setmar"
"68031","1449578_at","Supt16"
"68032","1419741_at","Supt16"
"68033","","Agtr1b"
"68034","1417421_at","S100a1"
"68035","1419814_s_at","S100a1"
"68036","","Gm12307"
"68037","","Gm4890"
"68038","","Efr3b"
"68039","1435276_a_at","Gm20518"
"68040","1449234_at","Gm20518"
"68041","1416194_at","Cyp4b1"
"68042","","Cyp4b1"
"68043","","B230377A18Rik"
"68044","","Gm11779"
"68045","","Gm11782"
"68046","","Gm37580"
"68047","1416622_at","Rcc1l"
"68048","","Rcc1l"
"68049","1449234_at","Car15"
"68050","","Gm26607"
"68051","1423737_at","Ndufs3"
"68052","","Ndufs3"
"68053","1423710_at","Dlst"
"68054","1431011_at","Dlst"
"68055","","Dlst"
"68056","","Mob1b"
"68057","1455184_at","Mob1b"
"68058","","4930401A07Rik"
"68059","","Gm28290"
"68060","","Gm28292"
"68061","","Gm18043"
"68062","","Gm18426"
"68063","","Gm4800"
"68064","","Gm42594"
"68065","1452201_at","Swsap1"
"68066","","Gm3523"
"68067","","Npas4"
"68068","","Gm31822"
"68069","1448701_a_at","Krit1"
"68070","","Krit1"
"68071","1451630_at","Ttl"
"68072","1427113_s_at","Ttl"
"68073","1427112_at","Ttl"
"68074","1447964_at","Ttl"
"68075","","Ttl"
"68076","","Gm1758"
"68077","1430983_at","Pdia6"
"68078","1423648_at","Pdia6"
"68079","","Pdia6"
"68080","1449298_a_at","Pde1a"
"68081","","Pde1a"
"68082","1426241_a_at","Scmh1"
"68083","","Scmh1"
"68084","1417509_at","Rnf19a"
"68085","1417508_at","Rnf19a"
"68086","","Rnf19a"
"68087","1437454_a_at","Tmx2"
"68088","1452130_at","Tmx2"
"68089","","Tmx2"
"68090","1421810_at","Dgcr2"
"68091","1435276_a_at","Dgcr2"
"68092","1421809_at","Dgcr2"
"68093","","Dgcr2"
"68094","","Gm7936"
"68095","","Atp6v0a2"
"68096","1449870_a_at","Atp6v0a2"
"68097","1424513_at","Atp6v0a2"
"68098","1434791_at","Atp6v0a2"
"68099","","Fcor"
"68100","","9930022D16Rik"
"68101","1425651_at","Nhej1"
"68102","","Nhej1"
"68103","1418631_at","Ube2h"
"68104","1418632_at","Ube2h"
"68105","","Ube2h"
"68106","","Gm47747"
"68107","1426092_a_at","Trim34a"
"68108","1424857_a_at","Trim34a"
"68109","1421550_a_at","Trim34a"
"68110","","Gm7499"
"68111","1452277_at","Arsg"
"68112","1427002_s_at","Arsg"
"68113","","Arsg"
"68114","","Gm15682"
"68115","","Gm4782"
"68116","","Gm8035"
"68117","","AAdacl4fm3"
"68118","","Gm8038"
"68119","1451905_a_at","Mx1"
"68120","","Mx1"
"68121","","Gm8039"
"68122","","Gm18765"
"68123","1418640_at","Sirt1"
"68124","","Sirt1"
"68125","1421686_at","Npvf"
"68126","","3200001D21Rik"
"68127","1423762_at","Adck1"
"68128","","Adck1"
"68129","1452153_at","Fbh1"
"68130","","Fbh1"
"68131","","Gm37834"
"68132","1431844_at","Kcnmb2"
"68133","1426322_a_at","Kcnmb2"
"68134","1421882_a_at","Elavl2"
"68135","1421881_a_at","Elavl2"
"68136","1421883_at","Elavl2"
"68137","","Elavl2"
"68138","","Gm37603"
"68139","","Gm37901"
"68140","1418125_at","Ino80"
"68141","1448965_at","Ino80"
"68142","","Ino80"
"68143","1421144_at","Rpgrip1"
"68144","1454231_a_at","Rpgrip1"
"68145","1431357_a_at","Rpgrip1"
"68146","1451785_at","Rpgrip1"
"68147","","Rpgrip1"
"68148","1418201_at","Plekhg2"
"68149","","Plekhg2"
"68150","","Gm47248"
"68151","","Gm28381"
"68152","","Gm28382"
"68153","","Gm6356"
"68154","","Atp6v1c2"
"68155","1430306_a_at","Atp6v1c2"
"68156","","Gm47749"
"68157","1460042_at","Slc23a3"
"68158","","Slc23a3"
"68159","1433909_at","Syt17"
"68160","1422955_at","Syt17"
"68161","","Syt17"
"68162","","Gm9970"
"68163","","Gm45493"
"68164","1417241_at","Amz2"
"68165","","Amz2"
"68166","1434964_at","Amz2"
"68167","","Gm35934"
"68168","1455767_x_at","Gm41780"
"68169","1429077_x_at","Gm41780"
"68170","1434287_at","Agpat5"
"68171","","Gm39121"
"68172","","Gm44554"
"68173","","Vmn1r135"
"68174","","Bbc3"
"68175","1423315_at","Bbc3"
"68176","","Vmn1r249"
"68177","","1700092M07Rik"
"68178","1419820_at","Pkhd1"
"68179","","Pkhd1"
"68180","","Vmn1r-ps77"
"68181","","Gm48001"
"68182","","Gm18057"
"68183","","Gm37793"
"68184","","Gm18464"
"68185","","Gm5891"
"68186","1422531_at","Syt5"
"68187","","Syt5"
"68188","1426310_at","Zdhhc5"
"68189","1426311_s_at","Zdhhc5"
"68190","","Zdhhc5"
"68191","","Gm45231"
"68192","1448643_at","Ssna1"
"68193","1418233_a_at","Trappc5"
"68194","1448999_at","Trappc5"
"68195","","Nim1k"
"68196","","Gm16145"
"68197","","Gm5740"
"68198","1437728_at","Alkbh5"
"68199","","Gm30858"
"68200","","Gm21791"
"68201","1431262_at","Gm10406"
"68202","","Gm21427"
"68203","","Gm43621"
"68204","","Gm37875"
"68205","1423414_at","Ptgs1"
"68206","1436448_a_at","Ptgs1"
"68207","","Ptgs1"
"68208","1453604_a_at","Hbs1l"
"68209","1421029_a_at","Hbs1l"
"68210","","Hbs1l"
"68211","","B4galnt4"
"68212","","Gm15642"
"68213","","Frmpd1os"
"68214","","Slc16a6"
"68215","1417884_at","Slc16a6"
"68216","","Frmpd1"
"68217","","Aadacl4fm5"
"68218","","Gm37237"
"68219","","Gm38350"
"68220","1418704_at","S100a13"
"68221","","Gm48327"
"68222","","Gm20858"
"68223","","Gm3963"
"68224","","Rspo3"
"68225","1420829_a_at","Gm13600"
"68226","","Gm36011"
"68227","","Gm37770"
"68228","","Gm34370"
"68229","","Prdx2-ps2"
"68230","","4930470O06Rik"
"68231","","Gm39033"
"68232","","Gm44652"
"68233","","Gm48399"
"68234","","Gm34623"
"68235","","Gm12622"
"68236","","Gm12628"
"68237","","Itpripl2"
"68238","1428616_at","Zfp131"
"68239","","Zfp131"
"68240","","Gm6317"
"68241","","Phf14"
"68242","","S100a14"
"68243","1449166_at","S100a14"
"68244","","Gm10146"
"68245","","6030442E23Rik"
"68246","1431805_a_at","Rhpn2"
"68247","1434628_a_at","Rhpn2"
"68248","","Rhpn2"
"68249","","A630010A05Rik"
"68250","1449353_at","Zmat3"
"68251","","Zmat3"
"68252","","4930473H19Rik"
"68253","","Gm48159"
"68254","","Gm46197"
"68255","","Gm20276"
"68256","","Gm16443"
"68257","1450315_at","Vmn1r137"
"68258","","Vmn1r-ps78"
"68259","1424603_at","Sumf1"
"68260","1424604_s_at","Sumf1"
"68261","","Sumf1"
"68262","","Vmn1r138"
"68263","","Gm13602"
"68264","","Gm45777"
"68265","","A630052C17Rik"
"68266","1418135_at","Aff1"
"68267","1425640_at","Aff1"
"68268","1425641_at","Aff1"
"68269","","Aff1"
"68270","1423198_a_at","Ppp4r3b"
"68271","1450901_a_at","Ppp4r3b"
"68272","1423197_a_at","Ppp4r3b"
"68273","1450900_at","Ppp4r3b"
"68274","","Ppp4r3b"
"68275","","2810414N06Rik"
"68276","1423344_at","Epor"
"68277","","Epor"
"68278","","4930404A12Rik"
"68279","","Gm37799"
"68280","1416665_at","Coq7"
"68281","","Coq7"
"68282","1423224_at","Tctn2"
"68283","","Tctn2"
"68284","1417989_at","Tssk1"
"68285","1449489_at","Tssk1"
"68286","","Mmp27"
"68287","","Gm50067"
"68288","","Gm47401"
"68289","","Gm28291"
"68290","","Slc6a21"
"68291","1422450_at","Gm28635"
"68292","","Lcn12"
"68293","","Gm50382"
"68294","","B230208H11Rik"
"68295","1456870_at","Rasal3"
"68296","","Rasal3"
"68297","1415969_s_at","Kap"
"68298","1415968_a_at","Kap"
"68299","","Gm28293"
"68300","","Dus2"
"68301","","Slc45a4"
"68302","","Gm21740"
"68303","1416520_x_at","Rpl36-ps12"
"68304","1433510_x_at","Rpl36-ps12"
"68305","1416519_at","Rpl36-ps12"
"68306","1454779_s_at","Faap24"
"68307","","Gm47406"
"68308","1439012_a_at","Dck"
"68309","1449176_a_at","Dck"
"68310","1428838_a_at","Dck"
"68311","","Dck"
"68312","1421971_a_at","Mrps34"
"68313","1448905_at","Mrps34"
"68314","","Gm47404"
"68315","","9330159N22Rik"
"68316","","Gm26861"
"68317","1424203_at","Ncln"
"68318","","Ncln"
"68319","1449094_at","Gjc1"
"68320","1448716_at","Hba-x"
"68321","","C530043K16Rik"
"68322","","Gm43795"
"68323","","Gm47407"
"68324","","Gm43793"
"68325","1427998_at","Lsm12"
"68326","","Lsm12"
"68327","","Gm43792"
"68328","","Gm36525"
"68329","","Gm47405"
"68330","","Hnrnpa0"
"68331","","4930486I03Rik"
"68332","1422258_at","Chrm3"
"68333","","Chrm3"
"68334","1453752_at","Gm15795"
"68335","","Gm37315"
"68336","","Gm41077"
"68337","","Gm13489"
"68338","1448905_at","Nme3"
"68339","1421971_a_at","Nme3"
"68340","","Gm9239"
"68341","","Trim5"
"68342","1428361_x_at","Hba-a1"
"68343","1452757_s_at","Hba-a1"
"68344","","Gm5766"
"68345","","Gm47408"
"68346","","Fam71d"
"68347","","Gm47411"
"68348","","Gm12623"
"68349","","Gm21912"
"68350","","Gm12621"
"68351","","Gm28698"
"68352","","Gm12627"
"68353","","Gm12613"
"68354","","Gm29304"
"68355","","Gm12614"
"68356","","Gm12615"
"68357","","Gm29305"
"68358","","Gm12626"
"68359","1424147_at","Ahsa1"
"68360","","Ahsa1"
"68361","","Gm29303"
"68362","","Gm12625"
"68363","","Gm3685"
"68364","","Calr"
"68365","1417606_a_at","Calr"
"68366","1433806_x_at","Calr"
"68367","1456170_x_at","Calr"
"68368","1426530_a_at","Klhl5"
"68369","","Klhl5"
"68370","","Trim45"
"68371","1420351_at","Tnfrsf4"
"68372","","Gm45631"
"68373","","Nadk2"
"68374","1415986_at","Clcn4"
"68375","1448161_a_at","Clcn4"
"68376","","Clcn4"
"68377","","Ccno"
"68378","","Gm45752"
"68379","","Gm30042"
"68380","","Dagla"
"68381","1416437_a_at","Mapk8ip3"
"68382","1425975_a_at","Mapk8ip3"
"68383","","Mapk8ip3"
